state,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
California,Napa,3/28/2020,-56,-35,-46,-45,-50,18
California,Napa,3/29/2020,-53,-34,-24,,-51,
California,Napa,3/30/2020,-39,-26,8,-30,-46,19
California,Napa,3/31/2020,-37,-21,29,-26,-50,18
California,Napa,4/1/2020,-38,-22,19,-36,-49,20
California,Napa,4/2/2020,-37,-18,22,-38,-51,21
California,Napa,4/3/2020,-39,-19,27,-31,-50,21
California,Napa,4/4/2020,-58,-38,-57,-55,-52,19
California,Napa,4/5/2020,-59,-37,-52,,-52,
California,Napa,4/6/2020,-44,-27,-37,-42,-50,21
California,Napa,4/7/2020,-39,-19,17,-26,-50,19
California,Napa,4/8/2020,-44,-25,-7,-33,-51,20
California,Napa,4/9/2020,-42,-19,-7,-24,-53,21
California,Napa,4/10/2020,-45,-19,11,-29,-54,23
California,Napa,4/11/2020,-51,-28,-14,-34,-50,16
California,Napa,4/12/2020,-61,-38,-2,,-52,
California,Napa,4/13/2020,-41,-22,-2,-30,-46,18
California,Napa,4/14/2020,-37,-17,22,-27,-47,18
California,Napa,4/15/2020,-45,-18,1,-25,-48,19
California,Napa,4/16/2020,-56,-21,-4,-31,-49,20
California,Napa,4/17/2020,-59,-23,-9,-23,-46,21
California,Napa,4/18/2020,-63,-29,-3,-25,-44,15
California,Napa,4/19/2020,-64,-26,0,,-47,
California,Napa,4/20/2020,-54,-23,0,-18,-46,18
California,Napa,4/21/2020,-52,-16,35,-19,-46,17
California,Napa,4/22/2020,-54,-19,11,-20,-46,18
California,Napa,4/23/2020,-53,-16,15,-20,-47,19
California,Napa,4/24/2020,-54,-20,10,-14,-47,19
California,Napa,4/25/2020,-59,-23,14,-32,-41,13
California,Napa,4/26/2020,-59,-17,34,,-46,
California,Napa,4/27/2020,-49,-18,18,-9,-42,17
California,Napa,4/28/2020,-49,-14,25,-11,-44,8
California,Napa,4/29/2020,-50,-19,10,-15,-45,18
California,Napa,4/30/2020,-45,-14,6,-9,-46,18
California,Napa,5/1/2020,-45,-14,4,-2,-44,18
California,Napa,5/2/2020,-53,-24,12,-24,-40,13
California,Napa,5/3/2020,-52,-14,36,,-40,11
California,Napa,5/4/2020,-42,-14,20,-4,-40,15
California,Napa,5/5/2020,-40,-6,23,-7,-41,15
California,Napa,5/6/2020,-45,-12,8,-15,-43,16
California,Napa,5/7/2020,-43,-9,24,-12,-43,16
California,Napa,5/8/2020,-44,-10,21,-5,-42,17
California,Napa,5/9/2020,-46,-5,40,-10,-38,10
California,Napa,5/10/2020,-49,0,26,,-38,9
California,Napa,5/11/2020,-48,-20,-29,-26,-41,17
California,Napa,5/12/2020,-45,-12,-1,-12,-41,16
California,Napa,5/13/2020,-46,-17,-15,-18,-41,17
California,Napa,5/14/2020,-44,-14,17,-14,-43,17
California,Napa,5/15/2020,-43,-14,44,-9,-41,16
California,Napa,5/16/2020,-46,-16,,-8,-36,10
California,Napa,5/17/2020,-49,-21,14,,-41,11
California,Napa,5/18/2020,-45,-19,1,-27,-40,16
California,Napa,5/19/2020,-41,-14,54,-4,-39,14
California,Napa,5/20/2020,-39,-14,35,-18,-41,15
California,Napa,5/21/2020,-39,-10,54,-10,-41,14
California,Napa,5/22/2020,-38,-9,,3,-40,15
California,Napa,5/23/2020,-41,-12,,-13,-31,8
California,Napa,5/24/2020,-33,-8,191,,-33,7
California,Napa,5/25/2020,-37,-12,,-25,-70,20
California,Napa,5/26/2020,-36,-7,75,-9,-38,13
California,Napa,5/27/2020,-37,-11,45,-26,-36,14
California,Napa,5/28/2020,-37,-10,62,-13,-38,14
California,Napa,5/29/2020,-38,-14,38,-8,-34,14
California,Napa,5/30/2020,-43,-18,24,,-25,10
California,Napa,5/31/2020,-32,-13,85,,-24,8
California,Napa,6/1/2020,-32,-8,,-8,-33,12
California,Napa,6/2/2020,-32,-3,54,-7,-35,12
California,Napa,6/3/2020,-32,-7,51,-16,-36,13
California,Napa,6/4/2020,-31,-4,46,3,-36,13
California,Napa,6/5/2020,-30,-8,,7,-34,13
California,Napa,6/6/2020,-31,-10,85,,-23,7
California,Napa,6/7/2020,-21,-8,113,,-25,7
California,Napa,6/8/2020,-29,-10,,-2,-32,10
California,Napa,6/9/2020,-29,-6,,-23,-34,11
California,Napa,6/10/2020,-30,-10,63,-21,-34,11
California,Napa,6/11/2020,-28,-7,69,-14,-35,11
California,Napa,6/12/2020,-31,-11,58,-14,-34,12
California,Napa,6/13/2020,-27,-9,,-11,-20,6
California,Napa,6/14/2020,-18,-8,180,,-23,5
California,Napa,6/15/2020,-27,-9,,-11,-34,10
California,Napa,6/16/2020,-26,-6,,-21,-34,10
California,Napa,6/17/2020,-25,-8,65,-26,-34,11
California,Napa,6/18/2020,-26,-5,63,-13,-36,10
California,Napa,6/19/2020,-25,-7,92,-9,-35,10
California,Napa,6/20/2020,-23,-3,,,-20,4
California,Napa,6/21/2020,-21,-2,174,,-20,3
California,Napa,6/22/2020,-25,-12,,-11,-35,10
California,Nevada,2/15/2020,1,-7,12,-14,-3,0
California,Nevada,2/16/2020,21,4,68,18,-2,-1
California,Nevada,2/17/2020,11,-2,99,-21,-30,4
California,Nevada,2/18/2020,7,-2,41,-27,2,-1
California,Nevada,2/19/2020,3,0,42,-35,1,0
California,Nevada,2/20/2020,6,3,56,-38,0,0
California,Nevada,2/21/2020,1,-1,45,-29,-2,0
California,Nevada,2/22/2020,0,-7,32,-30,-2,-1
California,Nevada,2/23/2020,4,-3,45,-23,-2,-1
California,Nevada,2/24/2020,-1,2,21,-39,4,-1
California,Nevada,2/25/2020,3,-1,35,-36,4,-1
California,Nevada,2/26/2020,4,0,33,-40,3,-1
California,Nevada,2/27/2020,3,2,33,-42,3,-1
California,Nevada,2/28/2020,-2,1,26,-37,2,0
California,Nevada,2/29/2020,-2,-7,11,-40,-2,-1
California,Nevada,3/1/2020,6,5,30,-27,-1,0
California,Nevada,3/2/2020,3,5,10,-52,2,-1
California,Nevada,3/3/2020,6,3,47,-37,3,-1
California,Nevada,3/4/2020,3,3,46,-35,2,0
California,Nevada,3/5/2020,6,11,41,-35,3,-1
California,Nevada,3/6/2020,-1,-1,26,-35,2,-1
California,Nevada,3/7/2020,-11,-8,-27,-46,-7,3
California,Nevada,3/8/2020,-4,-5,19,-30,-3,1
California,Nevada,3/9/2020,0,3,10,-44,2,0
California,Nevada,3/10/2020,5,2,42,-40,2,0
California,Nevada,3/11/2020,2,2,36,-40,0,1
California,Nevada,3/12/2020,5,14,51,-40,-1,1
California,Nevada,3/13/2020,0,12,28,-42,-3,1
California,Nevada,3/14/2020,-25,-3,-51,-57,-12,7
California,Nevada,3/15/2020,-29,-10,-58,-64,-23,7
California,Nevada,3/16/2020,-20,7,-3,-54,-32,9
California,Nevada,3/17/2020,-22,3,8,-73,-26,9
California,Nevada,3/18/2020,-31,-7,-12,-74,-32,14
California,Nevada,3/19/2020,-25,4,-3,-52,-31,12
California,Nevada,3/20/2020,-43,-11,-25,-62,-37,15
California,Nevada,3/21/2020,-54,-21,-40,-65,-34,12
California,Nevada,3/22/2020,-49,-18,-23,-61,-37,
California,Nevada,3/23/2020,-41,-19,-43,-70,-41,15
California,Nevada,3/24/2020,-48,-23,-25,-70,-45,18
California,Nevada,3/25/2020,-47,-20,-13,-83,-45,17
California,Nevada,3/26/2020,-47,-18,-15,-69,-44,17
California,Nevada,3/27/2020,-49,-24,-31,-68,-43,18
California,Nevada,3/28/2020,-61,-35,-65,-77,-40,15
California,Nevada,3/29/2020,-56,-26,-48,-73,-41,
California,Nevada,3/30/2020,-44,-26,-44,-71,-43,15
California,Nevada,3/31/2020,-42,-28,-25,-64,-45,16
California,Nevada,4/1/2020,-42,-24,-21,-65,-44,17
California,Nevada,4/2/2020,-40,-17,-9,-65,-45,17
California,Nevada,4/3/2020,-46,-26,-24,-69,-44,17
California,Nevada,4/4/2020,-61,-36,-73,-83,-43,
California,Nevada,4/5/2020,-66,-38,-70,,-48,
California,Nevada,4/6/2020,-46,-26,-35,-82,-47,16
California,Nevada,4/7/2020,-45,-25,-22,-67,-47,17
California,Nevada,4/8/2020,-45,-25,-29,-62,-47,17
California,Nevada,4/9/2020,-45,-23,-41,-66,-48,18
California,Nevada,4/10/2020,-47,-23,-27,-69,-48,18
California,Nevada,4/11/2020,-53,-24,-48,-71,-41,13
California,Nevada,4/12/2020,-64,-33,-36,-66,-44,
California,Nevada,4/13/2020,-40,-23,-24,-66,-43,14
California,Nevada,4/14/2020,-37,-24,-10,-62,-44,16
California,Nevada,4/15/2020,-44,-18,-10,-56,-43,16
California,Nevada,4/16/2020,-58,-9,-6,-58,-42,16
California,Nevada,4/17/2020,-63,-19,-34,-69,-42,18
California,Nevada,4/18/2020,-67,-19,-46,-74,-38,13
California,Nevada,4/19/2020,-66,-16,-32,-63,-38,
California,Nevada,4/20/2020,-59,-15,-34,-63,-41,14
California,Nevada,4/21/2020,-56,-16,-1,-57,-41,15
California,Nevada,4/22/2020,-57,-15,-1,-57,-42,16
California,Nevada,4/23/2020,-57,-9,3,-52,-42,15
California,Nevada,4/24/2020,-60,-14,2,-59,-42,16
California,Nevada,4/25/2020,-64,-15,-26,-68,-35,11
California,Nevada,4/26/2020,-60,-6,9,-53,-40,
California,Nevada,4/27/2020,-55,-6,-8,-55,-40,13
California,Nevada,4/28/2020,-54,-10,31,-47,-41,6
California,Nevada,4/29/2020,-52,-12,8,-60,-42,14
California,Nevada,4/30/2020,-49,-3,15,-62,-40,14
California,Nevada,5/1/2020,-53,-6,9,-52,-38,14
California,Nevada,5/2/2020,-57,-8,-15,-57,-31,10
California,Nevada,5/3/2020,-53,-3,13,-51,-36,
California,Nevada,5/4/2020,-48,-6,7,-58,-37,12
California,Nevada,5/5/2020,-45,0,32,-46,-37,12
California,Nevada,5/6/2020,-46,-8,27,-53,-38,13
California,Nevada,5/7/2020,-47,0,43,-51,-39,13
California,Nevada,5/8/2020,-50,-6,32,-64,-37,13
California,Nevada,5/9/2020,-49,7,9,-64,-30,8
California,Nevada,5/10/2020,-47,9,27,-41,-30,5
California,Nevada,5/11/2020,-47,-8,-6,-58,-36,11
California,Nevada,5/12/2020,-51,-8,-23,-51,-38,15
California,Nevada,5/13/2020,-47,-7,-14,-54,-35,13
California,Nevada,5/14/2020,-47,0,-2,-52,-36,13
California,Nevada,5/15/2020,-46,-5,29,-64,-34,12
California,Nevada,5/16/2020,-49,-7,6,-58,-26,7
California,Nevada,5/17/2020,-57,-18,-52,-59,-32,
California,Nevada,5/18/2020,-49,-11,-28,-63,-36,14
California,Nevada,5/19/2020,-43,-4,3,-47,-34,12
California,Nevada,5/20/2020,-39,4,27,-47,-33,12
California,Nevada,5/21/2020,-35,10,,-41,-35,11
California,Nevada,5/22/2020,-40,1,60,-39,-34,11
California,Nevada,5/23/2020,-41,3,40,-42,-23,6
California,Nevada,5/24/2020,-36,8,117,-24,-24,4
California,Nevada,5/25/2020,-43,0,186,-45,-65,13
California,Nevada,5/26/2020,-35,5,84,-27,-31,10
California,Nevada,5/27/2020,-33,5,80,-39,-29,10
California,Nevada,5/28/2020,-33,7,84,-40,-31,10
California,Nevada,5/29/2020,-39,-3,61,-41,-30,10
California,Nevada,5/30/2020,-46,-12,-30,-58,-20,9
California,Nevada,5/31/2020,-38,-1,54,-31,-16,4
California,Nevada,6/1/2020,-33,5,31,-42,-28,8
California,Nevada,6/2/2020,-29,9,100,-27,-29,8
California,Nevada,6/3/2020,-29,9,92,-35,-29,9
California,Nevada,6/4/2020,-28,16,89,-29,-29,9
California,Nevada,6/5/2020,-34,7,71,-33,-30,8
California,Nevada,6/6/2020,-36,-1,12,-42,-17,5
California,Nevada,6/7/2020,-34,1,28,-22,-20,4
California,Nevada,6/8/2020,-30,8,47,-40,-28,7
California,Nevada,6/9/2020,-27,8,100,-28,-27,7
California,Nevada,6/10/2020,-26,5,117,-36,-27,7
California,Nevada,6/11/2020,-25,11,118,-34,-27,7
California,Nevada,6/12/2020,-30,1,67,-27,-29,8
California,Nevada,6/13/2020,-34,1,35,-33,-14,5
California,Nevada,6/14/2020,-25,5,118,-8,-17,2
California,Nevada,6/15/2020,-24,7,64,-35,-27,7
California,Nevada,6/16/2020,-21,11,118,-20,-27,7
California,Nevada,6/17/2020,-24,7,115,-37,-27,7
California,Nevada,6/18/2020,-22,15,141,-25,-29,7
California,Nevada,6/19/2020,-27,7,137,-28,-30,7
California,Nevada,6/20/2020,-30,11,93,-33,-17,3
California,Nevada,6/21/2020,-24,17,134,-13,-18,0
California,Nevada,6/22/2020,-24,9,112,-33,-31,6
California,Orange,2/15/2020,0,0,9,0,0,0
California,Orange,2/16/2020,4,-1,22,-3,0,-1
California,Orange,2/17/2020,10,1,34,-10,-33,6
California,Orange,2/18/2020,1,-2,7,3,2,0
California,Orange,2/19/2020,0,-2,8,2,2,0
California,Orange,2/20/2020,2,0,9,1,1,0
California,Orange,2/21/2020,1,-1,4,-1,1,0
California,Orange,2/22/2020,-2,-1,-23,-7,1,1
California,Orange,2/23/2020,5,-1,10,0,1,0
California,Orange,2/24/2020,1,-2,9,-1,4,-1
California,Orange,2/25/2020,4,-1,14,2,3,0
California,Orange,2/26/2020,3,1,14,4,3,-1
California,Orange,2/27/2020,3,2,9,3,2,0
California,Orange,2/28/2020,3,3,10,2,3,-1
California,Orange,2/29/2020,2,3,14,0,3,-1
California,Orange,3/1/2020,2,1,-17,-5,0,1
California,Orange,3/2/2020,5,4,7,0,4,-1
California,Orange,3/3/2020,7,5,26,3,3,0
California,Orange,3/4/2020,2,3,11,-2,2,0
California,Orange,3/5/2020,2,3,9,-1,2,0
California,Orange,3/6/2020,1,2,6,-3,3,0
California,Orange,3/7/2020,-1,3,12,-4,2,0
California,Orange,3/8/2020,1,0,17,-8,0,1
California,Orange,3/9/2020,3,2,9,-6,3,0
California,Orange,3/10/2020,-1,1,-30,-15,-1,4
California,Orange,3/11/2020,3,4,7,-7,1,1
California,Orange,3/12/2020,-5,10,-40,-21,-3,5
California,Orange,3/13/2020,-4,39,-38,-23,-5,6
California,Orange,3/14/2020,-15,33,-32,-23,-5,6
California,Orange,3/15/2020,-18,15,-7,-26,-10,6
California,Orange,3/16/2020,-15,18,-31,-33,-20,10
California,Orange,3/17/2020,-20,16,-3,-30,-28,14
California,Orange,3/18/2020,-32,5,-15,-38,-37,18
California,Orange,3/19/2020,-36,0,-32,-45,-40,20
California,Orange,3/20/2020,-42,-3,-22,-46,-44,24
California,Orange,3/21/2020,-50,-12,-12,-45,-36,18
California,Orange,3/22/2020,-53,-23,-18,-56,-41,16
California,Orange,3/23/2020,-44,-19,-20,-52,-50,23
California,Orange,3/24/2020,-43,-20,-26,-50,-51,24
California,Orange,3/25/2020,-45,-20,-27,-51,-51,24
California,Orange,3/26/2020,-45,-18,-28,-52,-52,25
California,Orange,3/27/2020,-46,-17,-25,-52,-51,26
California,Orange,3/28/2020,-52,-18,-37,-50,-39,19
California,Orange,3/29/2020,-52,-24,-31,-55,-44,17
California,Orange,3/30/2020,-44,-22,-21,-51,-51,23
California,Orange,3/31/2020,-43,-19,-24,-49,-53,25
California,Orange,4/1/2020,-43,-17,-23,-49,-53,24
California,Orange,4/2/2020,-45,-16,-32,-52,-53,26
California,Orange,4/3/2020,-46,-13,-29,-51,-52,26
California,Orange,4/4/2020,-51,-16,-42,-50,-42,19
California,Orange,4/5/2020,-55,-26,-53,-59,-46,18
California,Orange,4/6/2020,-51,-28,-65,-63,-56,26
California,Orange,4/7/2020,-51,-28,-61,-59,-55,28
California,Orange,4/8/2020,-49,-22,-39,-55,-55,26
California,Orange,4/9/2020,-55,-31,-71,-65,-57,29
California,Orange,4/10/2020,-50,-17,-52,-58,-58,30
California,Orange,4/11/2020,-51,-13,-42,-47,-43,19
California,Orange,4/12/2020,-66,-36,-63,-59,-49,18
California,Orange,4/13/2020,-49,-26,-44,-54,-53,24
California,Orange,4/14/2020,-46,-22,-30,-50,-52,25
California,Orange,4/15/2020,-50,-17,-28,-49,-52,24
California,Orange,4/16/2020,-58,-15,-32,-52,-52,25
California,Orange,4/17/2020,-59,-15,-37,-52,-51,26
California,Orange,4/18/2020,-63,-15,-53,-49,-39,19
California,Orange,4/19/2020,-63,-20,-37,-53,-41,16
California,Orange,4/20/2020,-58,-19,-33,-53,-51,23
California,Orange,4/21/2020,-56,-16,-28,-51,-51,24
California,Orange,4/22/2020,-57,-15,-26,-50,-52,24
California,Orange,4/23/2020,-57,-13,-29,-51,-52,24
California,Orange,4/24/2020,-57,-11,-28,-52,-50,25
California,Orange,4/25/2020,-59,-9,-36,-44,-37,17
California,Orange,4/26/2020,-60,-16,-30,-51,-41,15
California,Orange,4/27/2020,-55,-15,-24,-50,-50,22
California,Orange,4/28/2020,-54,-14,-22,-48,-51,15
California,Orange,4/29/2020,-54,-15,-27,-50,-51,23
California,Orange,4/30/2020,-52,-12,-24,-51,-51,23
California,Orange,5/1/2020,-52,-8,-24,-50,-49,24
California,Orange,5/2/2020,-54,-6,-32,-43,-35,16
California,Orange,5/3/2020,-55,-13,-26,-49,-36,14
California,Orange,5/4/2020,-49,-12,-20,-51,-48,21
California,Orange,5/5/2020,-48,-6,-17,-48,-48,22
California,Orange,5/6/2020,-49,-10,-15,-48,-49,22
California,Orange,5/7/2020,-48,-7,-15,-50,-49,22
California,Orange,5/8/2020,-48,-2,-10,-47,-47,22
California,Orange,5/9/2020,-49,8,-18,-39,-32,14
California,Orange,5/10/2020,-50,-1,-17,-40,-32,11
California,Orange,5/11/2020,-49,-14,-11,-49,-47,20
California,Orange,5/12/2020,-47,-11,-13,-47,-47,22
California,Orange,5/13/2020,-47,-10,-9,-46,-47,21
California,Orange,5/14/2020,-48,-10,-11,-47,-48,22
California,Orange,5/15/2020,-48,-7,-6,-45,-46,22
California,Orange,5/16/2020,-50,-5,-8,-41,-31,14
California,Orange,5/17/2020,-49,-11,3,-46,-32,12
California,Orange,5/18/2020,-48,-14,-31,-52,-46,20
California,Orange,5/19/2020,-44,-9,-4,-46,-45,21
California,Orange,5/20/2020,-44,-7,0,-44,-46,20
California,Orange,5/21/2020,-44,-5,1,-45,-46,20
California,Orange,5/22/2020,-45,-3,-2,-45,-44,20
California,Orange,5/23/2020,-48,-2,-4,-40,-28,12
California,Orange,5/24/2020,-46,-7,20,-42,-30,10
California,Orange,5/25/2020,-45,-6,46,-50,-76,24
California,Orange,5/26/2020,-41,-8,4,-44,-43,19
California,Orange,5/27/2020,-41,-8,5,-43,-43,19
California,Orange,5/28/2020,-41,-6,1,-43,-43,19
California,Orange,5/29/2020,-42,-7,-8,-44,-41,20
California,Orange,5/30/2020,-43,-3,0,-34,-19,11
California,Orange,5/31/2020,-45,-10,5,-41,-22,11
California,Orange,6/1/2020,-43,-12,-14,-46,-42,18
California,Orange,6/2/2020,-40,-6,-7,-45,-42,19
California,Orange,6/3/2020,-39,-5,-1,-43,-42,18
California,Orange,6/4/2020,-38,-4,-8,-44,-42,19
California,Orange,6/5/2020,-39,-4,-15,-43,-41,19
California,Orange,6/6/2020,-40,-1,-10,-35,-20,11
California,Orange,6/7/2020,-38,-7,15,-40,-21,9
California,Orange,6/8/2020,-35,-6,3,-43,-40,16
California,Orange,6/9/2020,-33,-3,10,-42,-40,17
California,Orange,6/10/2020,-33,-3,12,-40,-41,17
California,Orange,6/11/2020,-33,-1,10,-39,-41,17
California,Orange,6/12/2020,-34,-2,8,-38,-39,16
California,Orange,6/13/2020,-36,-1,10,-28,-17,9
California,Orange,6/14/2020,-34,-6,25,-34,-18,7
California,Orange,6/15/2020,-32,-7,9,-39,-40,15
California,Orange,6/16/2020,-31,-5,13,-37,-40,16
California,Orange,6/17/2020,-32,-6,9,-39,-41,16
California,Orange,6/18/2020,-32,-4,7,-40,-41,16
California,Orange,6/19/2020,-33,-2,7,-40,-40,15
California,Orange,6/20/2020,-34,3,3,-33,-16,8
California,Orange,6/21/2020,-35,-4,10,-37,-15,6
California,Orange,6/22/2020,-32,-10,9,-41,-42,15
California,Placer,2/15/2020,2,11,31,-1,-1,0
California,Placer,2/16/2020,10,22,62,5,1,-2
California,Placer,2/17/2020,19,14,63,-3,-43,7
California,Placer,2/18/2020,2,12,34,2,-2,0
California,Placer,2/19/2020,1,7,30,-1,-2,0
California,Placer,2/20/2020,4,8,39,15,-2,0
California,Placer,2/21/2020,2,8,21,3,-2,1
California,Placer,2/22/2020,2,12,45,-5,1,-1
California,Placer,2/23/2020,9,22,49,2,3,-1
California,Placer,2/24/2020,2,7,24,-1,3,-1
California,Placer,2/25/2020,3,12,29,-4,2,-1
California,Placer,2/26/2020,3,9,28,4,2,-1
California,Placer,2/27/2020,5,10,36,28,2,-1
California,Placer,2/28/2020,4,13,15,18,3,0
California,Placer,2/29/2020,6,21,33,3,1,-1
California,Placer,3/1/2020,9,22,12,2,3,0
California,Placer,3/2/2020,7,16,16,5,2,0
California,Placer,3/3/2020,7,17,35,17,2,-1
California,Placer,3/4/2020,3,12,27,8,1,0
California,Placer,3/5/2020,3,11,39,21,1,-1
California,Placer,3/6/2020,1,11,15,8,1,1
California,Placer,3/7/2020,-3,1,-16,-23,-1,2
California,Placer,3/8/2020,2,8,16,-17,0,1
California,Placer,3/9/2020,3,12,25,4,2,0
California,Placer,3/10/2020,2,15,41,14,1,0
California,Placer,3/11/2020,-1,14,43,3,-1,1
California,Placer,3/12/2020,1,22,35,15,-2,1
California,Placer,3/13/2020,-2,38,6,4,-5,3
California,Placer,3/14/2020,-19,9,-50,-37,-7,7
California,Placer,3/15/2020,-23,-3,-50,-48,-13,6
California,Placer,3/16/2020,-12,33,-39,-35,-25,10
California,Placer,3/17/2020,-20,29,10,-25,-30,12
California,Placer,3/18/2020,-28,15,-14,-35,-38,16
California,Placer,3/19/2020,-27,15,37,-16,-40,15
California,Placer,3/20/2020,-45,1,0,-33,-46,20
California,Placer,3/21/2020,-53,-16,8,-47,-34,13
California,Placer,3/22/2020,-51,-25,35,-50,-40,11
California,Placer,3/23/2020,-43,-10,-7,-46,-50,19
California,Placer,3/24/2020,-46,-7,-22,-45,-52,21
California,Placer,3/25/2020,-45,-10,-1,-41,-53,21
California,Placer,3/26/2020,-43,-8,11,-34,-53,21
California,Placer,3/27/2020,-46,-10,-1,-40,-51,22
California,Placer,3/28/2020,-56,-25,-46,-57,-41,16
California,Placer,3/29/2020,-52,-27,-2,-55,-44,13
California,Placer,3/30/2020,-42,-13,-6,-41,-52,19
California,Placer,3/31/2020,-40,-2,16,-34,-55,20
California,Placer,4/1/2020,-42,-3,5,-41,-53,20
California,Placer,4/2/2020,-42,-5,16,-33,-53,21
California,Placer,4/3/2020,-45,-7,-3,-40,-53,21
California,Placer,4/4/2020,-58,-29,-66,-67,-43,17
California,Placer,4/5/2020,-62,-42,-69,-70,-48,15
California,Placer,4/6/2020,-44,-13,-25,-44,-55,20
California,Placer,4/7/2020,-43,-7,8,-36,-55,21
California,Placer,4/8/2020,-44,-13,-3,-38,-56,22
California,Placer,4/9/2020,-44,-11,-7,-38,-56,22
California,Placer,4/10/2020,-45,-10,-4,-38,-55,22
California,Placer,4/11/2020,-50,-13,-15,-51,-41,14
California,Placer,4/12/2020,-66,-45,-8,-48,-50,12
California,Placer,4/13/2020,-42,-19,7,-38,-53,19
California,Placer,4/14/2020,-41,-11,18,-32,-53,20
California,Placer,4/15/2020,-46,-8,6,-32,-52,20
California,Placer,4/16/2020,-56,-8,12,-21,-52,21
California,Placer,4/17/2020,-58,-12,-11,-33,-51,22
California,Placer,4/18/2020,-60,-20,-10,-43,-37,14
California,Placer,4/19/2020,-58,-28,13,-37,-39,11
California,Placer,4/20/2020,-55,-12,-7,-32,-51,19
California,Placer,4/21/2020,-54,-1,19,-20,-51,19
California,Placer,4/22/2020,-54,-6,16,-27,-52,20
California,Placer,4/23/2020,-54,-7,21,-22,-51,20
California,Placer,4/24/2020,-56,-6,1,-26,-50,21
California,Placer,4/25/2020,-58,-17,-5,-42,-36,13
California,Placer,4/26/2020,-56,-22,19,-35,-39,10
California,Placer,4/27/2020,-50,-4,9,-28,-50,18
California,Placer,4/28/2020,-52,4,20,-21,-51,11
California,Placer,4/29/2020,-50,-3,17,-27,-51,19
California,Placer,4/30/2020,-48,-1,20,-14,-50,19
California,Placer,5/1/2020,-49,0,5,-20,-47,19
California,Placer,5/2/2020,-53,-11,-1,-37,-33,12
California,Placer,5/3/2020,-50,-17,28,-29,-33,9
California,Placer,5/4/2020,-45,1,16,-21,-47,16
California,Placer,5/5/2020,-45,13,21,-10,-47,17
California,Placer,5/6/2020,-47,1,23,-20,-48,18
California,Placer,5/7/2020,-46,1,28,-3,-48,18
California,Placer,5/8/2020,-47,2,7,-22,-47,18
California,Placer,5/9/2020,-49,11,8,-34,-31,10
California,Placer,5/10/2020,-46,5,33,-32,-30,7
California,Placer,5/11/2020,-45,-8,9,-26,-46,16
California,Placer,5/12/2020,-47,-3,-1,-20,-47,18
California,Placer,5/13/2020,-45,-3,17,-23,-47,18
California,Placer,5/14/2020,-44,-4,24,-13,-47,17
California,Placer,5/15/2020,-44,-4,23,-18,-45,17
California,Placer,5/16/2020,-46,-3,27,-34,-29,9
California,Placer,5/17/2020,-50,-17,-32,-46,-32,10
California,Placer,5/18/2020,-42,-10,-21,-30,-46,17
California,Placer,5/19/2020,-38,2,22,-21,-45,16
California,Placer,5/20/2020,-37,2,35,-17,-44,16
California,Placer,5/21/2020,-36,5,47,0,-45,15
California,Placer,5/22/2020,-35,6,34,-5,-44,15
California,Placer,5/23/2020,-39,10,42,-18,-23,7
California,Placer,5/24/2020,-34,9,82,-18,-24,5
California,Placer,5/25/2020,-35,3,82,-35,-73,18
California,Placer,5/26/2020,-35,6,19,-11,-42,15
California,Placer,5/27/2020,-34,4,26,-16,-42,15
California,Placer,5/28/2020,-33,7,42,-4,-41,15
California,Placer,5/29/2020,-35,3,33,-9,-40,15
California,Placer,5/30/2020,-38,0,4,-22,-15,9
California,Placer,5/31/2020,-33,3,62,-24,-16,5
California,Placer,6/1/2020,-32,3,31,-16,-40,13
California,Placer,6/2/2020,-32,11,40,-11,-41,14
California,Placer,6/3/2020,-30,7,34,-7,-40,14
California,Placer,6/4/2020,-29,6,49,12,-41,13
California,Placer,6/5/2020,-30,4,40,-2,-39,13
California,Placer,6/6/2020,-33,5,46,-10,-15,6
California,Placer,6/7/2020,-26,4,68,-8,-17,5
California,Placer,6/8/2020,-20,1,46,24,-39,12
California,Placer,6/9/2020,-22,6,57,31,-39,12
California,Placer,6/10/2020,-21,6,53,37,-40,13
California,Placer,6/11/2020,-20,5,64,48,-40,12
California,Placer,6/12/2020,-25,0,30,32,-39,13
California,Placer,6/13/2020,-26,4,52,20,-11,6
California,Placer,6/14/2020,-18,7,99,44,-16,3
California,Placer,6/15/2020,-18,1,55,30,-39,11
California,Placer,6/16/2020,-18,8,69,29,-40,12
California,Placer,6/17/2020,-20,5,65,21,-40,12
California,Placer,6/18/2020,-19,8,81,42,-40,12
California,Placer,6/19/2020,-23,8,49,33,-40,11
California,Placer,6/20/2020,-25,15,77,28,-11,4
California,Placer,6/21/2020,-21,9,86,54,-12,2
California,Placer,6/22/2020,-20,1,56,30,-41,11
California,Plumas,2/15/2020,18,15,,,,
California,Plumas,2/16/2020,22,13,,,-2,
California,Plumas,2/17/2020,-3,-2,,,-35,
California,Plumas,2/18/2020,-3,-1,,,-7,
California,Plumas,2/19/2020,-7,1,,,-11,
California,Plumas,2/20/2020,3,-2,,,-8,
California,Plumas,2/21/2020,-4,-1,,,-3,
California,Plumas,2/22/2020,12,4,,,,
