state,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
California,Calaveras,2/18/2020,5,22,,,3,-1
California,Calaveras,2/19/2020,8,13,,,2,0
California,Calaveras,2/20/2020,8,20,,,2,-1
California,Calaveras,2/21/2020,6,18,,,7,-1
California,Calaveras,2/22/2020,1,17,25,,1,
California,Calaveras,2/23/2020,18,19,,,5,
California,Calaveras,2/24/2020,-3,7,,,1,0
California,Calaveras,2/25/2020,0,12,,,3,-1
California,Calaveras,2/26/2020,5,18,,,0,-1
California,Calaveras,2/27/2020,6,18,,,1,-1
California,Calaveras,2/28/2020,6,18,,,3,-1
California,Calaveras,2/29/2020,3,6,18,,-1,
California,Calaveras,3/1/2020,8,21,2,,3,
California,Calaveras,3/2/2020,-1,12,,,-2,1
California,Calaveras,3/3/2020,11,26,,,5,-2
California,Calaveras,3/4/2020,6,23,,,3,-1
California,Calaveras,3/5/2020,7,22,,,0,-1
California,Calaveras,3/6/2020,6,11,,,3,0
California,Calaveras,3/7/2020,-12,-2,-40,,-7,
California,Calaveras,3/8/2020,5,12,15,,-1,
California,Calaveras,3/9/2020,1,9,,,6,1
California,Calaveras,3/10/2020,5,25,,,3,0
California,Calaveras,3/11/2020,0,13,,,0,0
California,Calaveras,3/12/2020,8,32,,,-2,0
California,Calaveras,3/13/2020,1,35,,,0,1
California,Calaveras,3/14/2020,-21,16,-52,,-6,
California,Calaveras,3/15/2020,-15,25,-53,,-13,
California,Calaveras,3/16/2020,-19,4,,,-26,9
California,Calaveras,3/17/2020,-14,33,,,-24,7
California,Calaveras,3/18/2020,-16,22,,,-28,9
California,Calaveras,3/19/2020,-16,18,,,-27,10
California,Calaveras,3/20/2020,-27,10,,,-32,
California,Calaveras,3/21/2020,-42,-9,-25,,-34,
California,Calaveras,3/22/2020,-33,9,4,,-37,
California,Calaveras,3/23/2020,-34,-12,,,-37,
California,Calaveras,3/24/2020,-38,-7,,,-39,
California,Calaveras,3/25/2020,-36,-10,,,-41,
California,Calaveras,3/26/2020,-35,-2,,,-40,
California,Calaveras,3/27/2020,-37,-1,,,-38,
California,Calaveras,3/28/2020,-49,-20,-60,,-40,
California,Calaveras,3/29/2020,-42,-12,-28,,-39,
California,Calaveras,3/30/2020,-31,-12,,,-38,
California,Calaveras,3/31/2020,-28,4,,,-39,
California,Calaveras,4/1/2020,-28,8,,,-42,
California,Calaveras,4/2/2020,-29,0,,,-41,
California,Calaveras,4/3/2020,-32,-9,,,-38,
California,Calaveras,4/4/2020,-50,-17,-75,,-38,
California,Calaveras,4/5/2020,-56,-18,,,-45,
California,Calaveras,4/6/2020,,,,,-43,
California,Calaveras,4/7/2020,,,,,-40,
California,Calaveras,4/8/2020,,,,,-43,
California,Calaveras,4/9/2020,,,,,-43,
California,Calaveras,4/10/2020,-33,,,,-41,
California,Calaveras,4/11/2020,-41,,-54,,-34,
California,Calaveras,4/12/2020,-57,,-36,,-46,
California,Calaveras,4/13/2020,-28,,,,-38,
California,Calaveras,4/14/2020,-29,,,,-35,
California,Calaveras,4/15/2020,-32,,,,-37,
California,Calaveras,4/16/2020,-50,,,,-37,
California,Calaveras,4/17/2020,-56,-2,,,-37,
California,Calaveras,4/18/2020,-59,-1,-50,,-35,
California,Calaveras,4/19/2020,-55,,-1,,-39,
California,Calaveras,4/20/2020,-51,,,,-37,
California,Calaveras,4/21/2020,-50,,,,-37,
California,Calaveras,4/22/2020,-49,,,,-38,
California,Calaveras,4/23/2020,-48,,,,-39,
California,Calaveras,4/24/2020,-52,3,,,-34,
California,Calaveras,4/25/2020,-54,7,-30,,-35,
California,Calaveras,4/26/2020,-47,,7,,-37,
California,Calaveras,4/27/2020,-46,,,,-36,
California,Calaveras,4/28/2020,-46,,,,-37,
California,Calaveras,4/29/2020,-48,,,,-37,
California,Calaveras,4/30/2020,-44,,,,-38,
California,Calaveras,5/1/2020,-45,16,,,-33,
California,Calaveras,5/2/2020,-49,10,-18,,-27,
California,Calaveras,5/3/2020,-42,,15,,-33,
California,Calaveras,5/4/2020,-42,,,,-33,
California,Calaveras,5/5/2020,-41,,,,-31,9
California,Calaveras,5/6/2020,-42,,,,-35,11
California,Calaveras,5/7/2020,-40,,,,-34,11
California,Calaveras,5/8/2020,-44,,,,-32,
California,Calaveras,5/9/2020,-46,,12,,-24,
California,Calaveras,5/10/2020,-40,,,,-26,
California,Calaveras,5/11/2020,-41,,,,-30,
California,Calaveras,5/12/2020,-45,,,,-31,9
California,Calaveras,5/13/2020,-39,,,,-31,10
California,Calaveras,5/14/2020,-39,16,,,-33,10
California,Calaveras,5/15/2020,-40,15,,,-28,
California,Calaveras,5/16/2020,-39,,44,,-22,
California,Calaveras,5/17/2020,-43,,-14,,-33,
California,Calaveras,5/18/2020,-48,6,,,-32,
California,Calaveras,5/19/2020,-40,19,,,-29,10
California,Calaveras,5/20/2020,-34,24,,,-30,9
California,Calaveras,5/21/2020,-31,30,,,-30,9
California,Calaveras,5/22/2020,-32,30,,,-27,
California,Calaveras,5/23/2020,-31,,123,,-19,
California,Calaveras,5/24/2020,-14,,,,-24,
California,Calaveras,5/25/2020,-26,22,,,-64,
California,Calaveras,5/26/2020,-36,28,,,-27,7
California,Calaveras,5/27/2020,-35,22,,,-26,8
California,Calaveras,5/28/2020,-34,28,,,-28,8
California,Calaveras,5/29/2020,-33,21,,,-23,8
California,Calaveras,5/30/2020,-42,,25,,-14,
California,Calaveras,5/31/2020,-29,,,,-18,
California,Calaveras,6/1/2020,-32,16,,,-21,7
California,Calaveras,6/2/2020,-30,28,,,-22,7
California,Calaveras,6/3/2020,-31,30,,,-23,7
California,Calaveras,6/4/2020,-31,37,,,-26,7
California,Calaveras,6/5/2020,-31,24,,,-23,8
California,Calaveras,6/6/2020,-27,,108,,-14,
California,Calaveras,6/7/2020,-16,,,,-16,
California,Calaveras,6/8/2020,-30,15,,,-23,6
California,Calaveras,6/9/2020,-30,25,,,-20,5
California,Calaveras,6/10/2020,-27,27,,,-23,6
California,Calaveras,6/11/2020,-29,27,,,-22,7
California,Calaveras,6/12/2020,-25,23,,,-18,7
California,Calaveras,6/13/2020,-27,,133,,-9,
California,Calaveras,6/14/2020,-11,,,,-10,
California,Calaveras,6/15/2020,-26,16,,,-22,6
California,Calaveras,6/16/2020,-28,26,,,-21,4
California,Calaveras,6/17/2020,-27,27,,,-23,5
California,Calaveras,6/18/2020,-25,30,,,-25,5
California,Calaveras,6/19/2020,-27,29,,,-22,5
California,Calaveras,6/20/2020,-28,,,,-2,
California,Calaveras,6/21/2020,-19,,,,-8,
California,Calaveras,6/22/2020,-29,17,,,-25,6
California,Colusa,2/15/2020,10,-9,,18,3,
California,Colusa,2/16/2020,16,2,,8,-8,
California,Colusa,2/17/2020,13,-7,,22,-38,
California,Colusa,2/18/2020,9,-9,,12,-2,
California,Colusa,2/19/2020,5,-1,,8,-5,
California,Colusa,2/20/2020,4,5,,8,-4,
California,Colusa,2/21/2020,10,-7,,10,-5,
California,Colusa,2/22/2020,7,-12,,-3,6,
California,Colusa,2/23/2020,19,-1,,11,0,
California,Colusa,2/24/2020,12,-4,,2,5,
California,Colusa,2/25/2020,1,-4,,10,9,
California,Colusa,2/26/2020,6,1,,4,-1,
California,Colusa,2/27/2020,10,4,,4,3,
California,Colusa,2/28/2020,12,-3,,12,1,
California,Colusa,2/29/2020,9,-6,,6,5,
California,Colusa,3/1/2020,51,1,,18,2,
California,Colusa,3/2/2020,18,5,,-2,4,
California,Colusa,3/3/2020,10,7,,16,4,
California,Colusa,3/4/2020,11,10,,6,0,
California,Colusa,3/5/2020,22,24,,1,1,
California,Colusa,3/6/2020,9,0,,9,-2,
California,Colusa,3/7/2020,8,-3,,4,13,
California,Colusa,3/8/2020,14,1,,20,10,
California,Colusa,3/9/2020,12,1,,5,2,
California,Colusa,3/10/2020,9,5,,10,1,
California,Colusa,3/11/2020,7,7,,-2,0,
California,Colusa,3/12/2020,15,14,,0,5,
California,Colusa,3/13/2020,6,8,,-1,2,
California,Colusa,3/14/2020,3,5,,-6,3,
California,Colusa,3/15/2020,5,23,,3,-6,
California,Colusa,3/16/2020,7,37,,11,-4,
California,Colusa,3/17/2020,-1,20,,3,-11,
California,Colusa,3/18/2020,-6,27,,4,-24,
California,Colusa,3/19/2020,-7,38,,2,-23,
California,Colusa,3/20/2020,-25,5,,-7,-35,
California,Colusa,3/21/2020,-35,-10,,-30,-19,
California,Colusa,3/22/2020,-24,4,,-15,-27,
California,Colusa,3/23/2020,-26,-13,,-20,-33,
California,Colusa,3/24/2020,-37,-10,,-11,-33,
California,Colusa,3/25/2020,-36,-7,,-22,-37,
California,Colusa,3/26/2020,-27,6,,-19,-37,
California,Colusa,3/27/2020,-44,-20,,-23,-33,
California,Colusa,3/28/2020,-39,-17,,-26,-25,
California,Colusa,3/29/2020,-37,-1,,-32,-37,
California,Colusa,3/30/2020,-33,-15,,-24,-37,
California,Colusa,3/31/2020,-40,4,,-9,-40,
California,Colusa,4/1/2020,-28,2,,-13,-37,
California,Colusa,4/2/2020,-28,4,,-29,-39,
California,Colusa,4/3/2020,-31,-6,,-21,-38,
California,Colusa,4/4/2020,-41,-10,,-39,-25,
California,Colusa,4/5/2020,-46,-6,,-42,-39,
California,Colusa,4/6/2020,,,,-26,-37,
California,Colusa,4/7/2020,,,,-15,-38,
California,Colusa,4/8/2020,,,,-7,-42,
California,Colusa,4/9/2020,,,,-25,-35,
California,Colusa,4/10/2020,,,,-28,-44,
California,Colusa,4/11/2020,,,,-38,-30,
California,Colusa,4/12/2020,,,,-42,-44,
California,Colusa,4/13/2020,,,,-31,-34,
California,Colusa,4/14/2020,,,,-9,-34,
California,Colusa,4/15/2020,,,,-22,-38,
California,Colusa,4/16/2020,,,,-26,-36,
California,Colusa,4/17/2020,,,,-34,-38,
California,Colusa,4/18/2020,,,,-40,-21,
California,Colusa,4/19/2020,,,,-39,-23,
California,Colusa,4/20/2020,,,,-28,-35,
California,Colusa,4/21/2020,,,,-28,-35,
California,Colusa,4/22/2020,,,,-30,-38,
California,Colusa,4/23/2020,,,,-34,-37,
California,Colusa,4/24/2020,,,,-33,-35,
California,Colusa,4/25/2020,,,,-36,-19,
California,Colusa,4/26/2020,,,,-34,-23,
California,Colusa,4/27/2020,,,,-24,-35,
California,Colusa,4/28/2020,,,,-25,-32,
California,Colusa,4/29/2020,,,,-32,-36,
California,Colusa,4/30/2020,,,,-28,-37,
California,Colusa,5/1/2020,,,,-26,-34,
California,Colusa,5/2/2020,,,,-39,-18,
California,Colusa,5/3/2020,,,,-33,-17,
California,Colusa,5/4/2020,,,,-37,-31,
California,Colusa,5/5/2020,,,,-24,-35,
California,Colusa,5/6/2020,,,,-28,-35,
California,Colusa,5/7/2020,,,,-25,-34,
California,Colusa,5/8/2020,,,,-25,-33,
California,Colusa,5/9/2020,,,,-30,-9,
California,Colusa,5/10/2020,,,,-31,-18,
California,Colusa,5/11/2020,,,,-25,-32,
California,Colusa,5/12/2020,,,,-24,-28,
California,Colusa,5/13/2020,,,,-20,-35,
California,Colusa,5/14/2020,-40,,,-24,-30,
California,Colusa,5/15/2020,-37,,,-17,-27,
California,Colusa,5/16/2020,-32,,,-28,-12,
California,Colusa,5/17/2020,-29,,,-22,-20,
California,Colusa,5/18/2020,,,,-21,-26,
California,Colusa,5/19/2020,,,,-17,-27,
California,Colusa,5/20/2020,-34,,,-15,-28,
California,Colusa,5/21/2020,-29,,,-12,-29,
California,Colusa,5/22/2020,-19,,,-6,-29,
California,Colusa,5/23/2020,-21,,,-15,-19,
California,Colusa,5/24/2020,-20,,,-15,-17,
California,Colusa,5/25/2020,-26,,,-5,-62,
California,Colusa,5/26/2020,-30,,,-16,-25,
California,Colusa,5/27/2020,-34,,,-15,-27,
California,Colusa,5/28/2020,-29,,,-10,-26,
California,Colusa,5/29/2020,-30,,,-25,-21,
California,Colusa,5/30/2020,-30,,,-31,-10,
California,Colusa,5/31/2020,-18,,,-11,-9,
California,Colusa,6/1/2020,-28,,,-7,-21,
California,Colusa,6/2/2020,-30,,,-10,-24,
California,Colusa,6/3/2020,-27,,,-16,-30,
California,Colusa,6/4/2020,-31,,,-11,-27,
California,Colusa,6/5/2020,-26,,,-15,-25,
California,Colusa,6/6/2020,-19,,,-18,-3,
California,Colusa,6/7/2020,-1,,,-7,-16,
California,Colusa,6/8/2020,-18,,,-9,-25,
California,Colusa,6/9/2020,-29,,,-17,-26,
California,Colusa,6/10/2020,-25,,,-14,-28,
California,Colusa,6/11/2020,-27,,,-16,-27,
California,Colusa,6/12/2020,-24,,,-7,-28,
California,Colusa,6/13/2020,-16,,,-19,0,
California,Colusa,6/14/2020,-8,,,1,-13,
California,Colusa,6/15/2020,-19,,,-6,-24,
California,Colusa,6/16/2020,-25,,,-13,-21,
California,Colusa,6/17/2020,-21,,,-15,-26,
California,Colusa,6/18/2020,-14,,,-16,-26,
California,Colusa,6/19/2020,-19,,,-10,-30,
California,Colusa,6/20/2020,-16,,,-12,-3,
California,Colusa,6/21/2020,-5,,,-1,0,
California,Colusa,6/22/2020,-16,,,-11,-27,
California,Contra Costa,2/15/2020,-1,1,25,7,-2,-1
California,Contra Costa,2/16/2020,3,0,35,10,0,-2
California,Contra Costa,2/17/2020,9,3,70,-32,-48,10
California,Contra Costa,2/18/2020,-1,1,22,2,-2,0
California,Contra Costa,2/19/2020,-1,0,12,-3,0,0
California,Contra Costa,2/20/2020,0,1,19,0,-1,0
California,Contra Costa,2/21/2020,-1,2,13,-1,0,0
California,Contra Costa,2/22/2020,1,5,29,4,2,-1
California,Contra Costa,2/23/2020,3,6,39,8,4,-1
California,Contra Costa,2/24/2020,1,2,17,2,4,-1
California,Contra Costa,2/25/2020,1,3,24,5,4,-1
California,Contra Costa,2/26/2020,3,3,16,-1,3,-1
California,Contra Costa,2/27/2020,3,6,23,3,2,-1
California,Contra Costa,2/28/2020,2,5,12,2,3,0
California,Contra Costa,2/29/2020,5,8,29,3,1,-1
California,Contra Costa,3/1/2020,6,8,20,8,4,0
California,Contra Costa,3/2/2020,5,9,7,2,3,-1
California,Contra Costa,3/3/2020,7,11,28,0,2,-1
California,Contra Costa,3/4/2020,3,7,21,-4,2,0
California,Contra Costa,3/5/2020,2,6,19,-3,1,0
California,Contra Costa,3/6/2020,0,6,2,-6,1,1
California,Contra Costa,3/7/2020,-1,5,-15,-10,-1,2
California,Contra Costa,3/8/2020,0,6,13,-3,2,1
California,Contra Costa,3/9/2020,2,7,22,-10,0,1
California,Contra Costa,3/10/2020,2,9,28,-12,-2,2
California,Contra Costa,3/11/2020,2,10,21,-17,-4,2
California,Contra Costa,3/12/2020,4,20,27,-19,-6,3
California,Contra Costa,3/13/2020,-1,31,2,-24,-9,5
California,Contra Costa,3/14/2020,-15,20,-48,-30,-8,7
California,Contra Costa,3/15/2020,-17,10,-33,-28,-10,7
California,Contra Costa,3/16/2020,-1,44,-21,-40,-29,11
California,Contra Costa,3/17/2020,-37,-1,-20,-58,-50,22
California,Contra Costa,3/18/2020,-38,-6,-24,-61,-52,23
California,Contra Costa,3/19/2020,-36,-2,12,-59,-52,23
California,Contra Costa,3/20/2020,-40,-6,-1,-58,-51,24
California,Contra Costa,3/21/2020,-46,-9,7,-50,-36,16
California,Contra Costa,3/22/2020,-47,-18,18,-46,-37,14
California,Contra Costa,3/23/2020,-40,-18,-22,-63,-54,23
California,Contra Costa,3/24/2020,-42,-17,-34,-68,-56,26
California,Contra Costa,3/25/2020,-41,-15,-13,-65,-56,25
California,Contra Costa,3/26/2020,-40,-12,5,-64,-56,25
California,Contra Costa,3/27/2020,-43,-14,-11,-63,-55,26
California,Contra Costa,3/28/2020,-50,-18,-45,-58,-42,19
California,Contra Costa,3/29/2020,-48,-21,-15,-49,-41,15
California,Contra Costa,3/30/2020,-39,-17,-2,-63,-56,23
California,Contra Costa,3/31/2020,-38,-12,1,-64,-57,24
California,Contra Costa,4/1/2020,-39,-11,-8,-65,-57,24
California,Contra Costa,4/2/2020,-39,-9,1,-65,-58,25
California,Contra Costa,4/3/2020,-41,-8,-7,-63,-56,26
California,Contra Costa,4/4/2020,-52,-16,-56,-62,-43,19
California,Contra Costa,4/5/2020,-54,-25,-53,-60,-44,17
California,Contra Costa,4/6/2020,-45,-20,-44,-69,-59,26
California,Contra Costa,4/7/2020,-42,-10,-1,-63,-59,25
California,Contra Costa,4/8/2020,-44,-14,-18,-65,-59,26
California,Contra Costa,4/9/2020,-44,-12,-12,-66,-60,27
California,Contra Costa,4/10/2020,-44,-10,-5,-62,-59,27
California,Contra Costa,4/11/2020,-47,-7,-17,-51,-43,17
California,Contra Costa,4/12/2020,-62,-29,-9,-44,-43,15
California,Contra Costa,4/13/2020,-44,-21,-1,-61,-57,24
California,Contra Costa,4/14/2020,-43,-17,4,-61,-57,25
California,Contra Costa,4/15/2020,-49,-14,-3,-62,-57,25
California,Contra Costa,4/16/2020,-60,-13,-4,-62,-57,26
California,Contra Costa,4/17/2020,-61,-14,-15,-60,-55,26
California,Contra Costa,4/18/2020,-62,-12,-3,-45,-37,17
California,Contra Costa,4/19/2020,-63,-18,8,-41,-37,14
California,Contra Costa,4/20/2020,-60,-17,-12,-61,-56,23
California,Contra Costa,4/21/2020,-59,-13,5,-61,-56,25
California,Contra Costa,4/22/2020,-60,-14,0,-62,-56,24
California,Contra Costa,4/23/2020,-59,-13,7,-61,-57,25
California,Contra Costa,4/24/2020,-59,-13,2,-59,-54,25
California,Contra Costa,4/25/2020,-61,-10,6,-43,-37,16
California,Contra Costa,4/26/2020,-61,-15,16,-40,-36,13
California,Contra Costa,4/27/2020,-57,-14,2,-59,-55,23
California,Contra Costa,4/28/2020,-57,-12,5,-58,-55,16
California,Contra Costa,4/29/2020,-53,-14,-9,-61,-56,24
California,Contra Costa,4/30/2020,-50,-11,3,-59,-55,24
California,Contra Costa,5/1/2020,-49,-9,3,-56,-53,24
California,Contra Costa,5/2/2020,-52,-8,2,-41,-34,15
California,Contra Costa,5/3/2020,-51,-10,27,-35,-31,12
California,Contra Costa,5/4/2020,-47,-11,5,-56,-52,21
California,Contra Costa,5/5/2020,-46,-5,7,-57,-52,22
California,Contra Costa,5/6/2020,-49,-10,5,-58,-52,22
California,Contra Costa,5/7/2020,-48,-6,11,-58,-52,22
California,Contra Costa,5/8/2020,-48,-3,4,-54,-50,22
California,Contra Costa,5/9/2020,-48,9,10,-36,-29,12
California,Contra Costa,5/10/2020,-47,4,14,-33,-27,10
California,Contra Costa,5/11/2020,-50,-16,-20,-57,-51,21
California,Contra Costa,5/12/2020,-48,-8,-2,-58,-51,22
California,Contra Costa,5/13/2020,-48,-11,-10,-60,-51,22
California,Contra Costa,5/14/2020,-48,-10,2,-59,-51,22
California,Contra Costa,5/15/2020,-48,-8,15,-55,-49,21
California,Contra Costa,5/16/2020,-48,-6,21,-41,-29,13
California,Contra Costa,5/17/2020,-50,-12,3,-42,-28,12
California,Contra Costa,5/18/2020,-45,-11,-2,-58,-49,20
California,Contra Costa,5/19/2020,-44,-8,16,-57,-49,20
California,Contra Costa,5/20/2020,-44,-7,14,-56,-49,20
California,Contra Costa,5/21/2020,-43,-4,24,-56,-49,20
California,Contra Costa,5/22/2020,-44,-1,21,-51,-47,20
California,Contra Costa,5/23/2020,-46,1,31,-34,-25,11
California,Contra Costa,5/24/2020,-45,-2,38,-31,-25,8
California,Contra Costa,5/25/2020,-48,-6,33,-62,-74,24
California,Contra Costa,5/26/2020,-43,-7,1,-56,-47,19
California,Contra Costa,5/27/2020,-43,-7,1,-58,-47,20
California,Contra Costa,5/28/2020,-42,-4,15,-55,-46,20
California,Contra Costa,5/29/2020,-44,-6,11,-52,-44,20
California,Contra Costa,5/30/2020,-48,-6,-1,-38,-20,13
California,Contra Costa,5/31/2020,-46,-9,32,-36,-18,10
California,Contra Costa,6/1/2020,-46,-10,7,-53,-46,19
California,Contra Costa,6/2/2020,-46,-5,2,-56,-47,20
California,Contra Costa,6/3/2020,-44,-4,-4,-56,-46,19
California,Contra Costa,6/4/2020,-40,-2,16,-54,-46,19
California,Contra Costa,6/5/2020,-42,-4,8,-50,-43,19
California,Contra Costa,6/6/2020,-42,0,23,-31,-19,10
California,Contra Costa,6/7/2020,-40,-7,36,-29,-18,8
California,Contra Costa,6/8/2020,-36,-7,22,-50,-43,16
California,Contra Costa,6/9/2020,-37,-4,24,-51,-43,17
California,Contra Costa,6/10/2020,-37,-6,13,-54,-44,17
California,Contra Costa,6/11/2020,-37,-4,30,-52,-44,18
California,Contra Costa,6/12/2020,-39,-4,18,-49,-42,17
California,Contra Costa,6/13/2020,-39,-1,37,-32,-16,8
California,Contra Costa,6/14/2020,-39,-6,46,-31,-15,7
California,Contra Costa,6/15/2020,-35,-7,19,-52,-43,16
California,Contra Costa,6/16/2020,-34,-4,34,-51,-43,16
California,Contra Costa,6/17/2020,-34,-4,21,-51,-44,16
California,Contra Costa,6/18/2020,-34,-3,26,-51,-45,16
California,Contra Costa,6/19/2020,-35,0,19,-49,-43,15
California,Contra Costa,6/20/2020,-35,6,28,-29,-16,7
California,Contra Costa,6/21/2020,-38,1,33,-30,-15,5
California,Contra Costa,6/22/2020,-35,-9,15,-53,-46,15
California,Del Norte,2/15/2020,17,13,,,0,
California,Del Norte,2/16/2020,19,3,,,3,
California,Del Norte,2/17/2020,16,1,,,-33,
California,Del Norte,2/18/2020,3,3,,,6,
California,Del Norte,2/19/2020,5,-1,,,0,
California,Del Norte,2/20/2020,10,10,,,3,
California,Del Norte,2/21/2020,3,-1,,,7,
California,Del Norte,2/22/2020,16,21,,,4,
California,Del Norte,2/23/2020,7,2,,,4,
California,Del Norte,2/24/2020,13,11,11,,6,
California,Del Norte,2/25/2020,6,-7,,,7,
California,Del Norte,2/26/2020,11,3,,,2,
California,Del Norte,2/27/2020,21,1,,,1,
California,Del Norte,2/28/2020,19,16,12,,2,
California,Del Norte,2/29/2020,23,24,,,4,
California,Del Norte,3/1/2020,30,13,,,3,
California,Del Norte,3/2/2020,23,27,17,,7,
California,Del Norte,3/3/2020,20,20,,,6,
California,Del Norte,3/4/2020,19,11,,,-1,
California,Del Norte,3/5/2020,17,19,17,,7,
California,Del Norte,3/6/2020,14,16,8,,7,
California,Del Norte,3/7/2020,30,29,,,6,
California,Del Norte,3/8/2020,18,8,,,6,
California,Del Norte,3/9/2020,18,23,26,,8,
California,Del Norte,3/10/2020,11,12,,,7,
California,Del Norte,3/11/2020,6,6,,,3,
California,Del Norte,3/12/2020,12,23,,,4,
California,Del Norte,3/13/2020,5,21,8,,0,
California,Del Norte,3/14/2020,-4,21,0,,2,
California,Del Norte,3/15/2020,6,34,,,3,
California,Del Norte,3/16/2020,8,35,21,,-6,
California,Del Norte,3/17/2020,-9,21,2,,-13,
California,Del Norte,3/18/2020,-11,21,,,-16,
California,Del Norte,3/19/2020,-5,19,,,-17,
California,Del Norte,3/20/2020,-19,13,35,,-24,
California,Del Norte,3/21/2020,-21,9,,,-20,
California,Del Norte,3/22/2020,-20,8,,,-20,
California,Del Norte,3/23/2020,-23,1,-25,,-26,
California,Del Norte,3/24/2020,-30,-11,-20,,-30,
California,Del Norte,3/25/2020,-31,-12,,,-33,
California,Del Norte,3/26/2020,-19,-8,,,-31,
California,Del Norte,3/27/2020,-29,-7,-8,,-32,
California,Del Norte,3/28/2020,-33,-8,-14,,-22,
California,Del Norte,3/29/2020,-31,-11,-26,,-29,
California,Del Norte,3/30/2020,-34,-15,-51,,-35,
California,Del Norte,3/31/2020,-27,-10,-4,,-33,
California,Del Norte,4/1/2020,-13,-1,,,-33,
California,Del Norte,4/2/2020,-19,-1,8,,-32,
California,Del Norte,4/3/2020,-30,0,-4,,-31,
California,Del Norte,4/4/2020,-38,-13,-51,,-24,
California,Del Norte,4/5/2020,-32,-11,-32,,-30,
California,Del Norte,4/6/2020,,,-23,,-29,
California,Del Norte,4/7/2020,,,,,-32,
California,Del Norte,4/8/2020,,,,,-35,
California,Del Norte,4/9/2020,,,-2,,-35,
California,Del Norte,4/10/2020,-31,,4,,-34,
California,Del Norte,4/11/2020,,,20,,-23,
California,Del Norte,4/12/2020,,,16,,-30,
California,Del Norte,4/13/2020,,,-14,,-34,
California,Del Norte,4/14/2020,,,,,-33,
California,Del Norte,4/15/2020,,,-2,,-37,
California,Del Norte,4/16/2020,,,13,,-36,
California,Del Norte,4/17/2020,-27,,-20,,-35,
California,Del Norte,4/18/2020,,,,,-23,
California,Del Norte,4/19/2020,,,21,,-30,
California,Del Norte,4/20/2020,,,-25,,-32,
California,Del Norte,4/21/2020,,,16,,-31,
California,Del Norte,4/22/2020,,,-41,,-37,
California,Del Norte,4/23/2020,,,11,,-32,
California,Del Norte,4/24/2020,-25,,9,,-31,
California,Del Norte,4/25/2020,,,,,-21,
California,Del Norte,4/26/2020,,,29,,-29,
California,Del Norte,4/27/2020,,,-23,,-28,
California,Del Norte,4/28/2020,,,,,-30,
California,Del Norte,4/29/2020,,,-6,,-34,
California,Del Norte,4/30/2020,,,,,-28,
California,Del Norte,5/1/2020,-12,,3,,-30,
California,Del Norte,5/2/2020,,,,,-16,
California,Del Norte,5/3/2020,,,,,-23,
California,Del Norte,5/4/2020,,,0,,-26,
California,Del Norte,5/5/2020,,,10,,-30,
California,Del Norte,5/6/2020,,,,,-31,
California,Del Norte,5/7/2020,,,,,-28,
California,Del Norte,5/8/2020,-14,,,,-26,
California,Del Norte,5/9/2020,,,27,,-10,
California,Del Norte,5/10/2020,,,,,-10,
California,Del Norte,5/11/2020,,,-19,,-24,
California,Del Norte,5/12/2020,,,-16,,-29,
California,Del Norte,5/13/2020,,,-3,,-27,
California,Del Norte,5/14/2020,-3,14,,,-29,
California,Del Norte,5/15/2020,-9,9,,,-25,
California,Del Norte,5/16/2020,-15,13,-13,,-12,
California,Del Norte,5/17/2020,-8,,2,,-19,
California,Del Norte,5/18/2020,-2,27,1,,-20,
California,Del Norte,5/19/2020,-5,10,,,-24,
California,Del Norte,5/20/2020,-3,6,,,-26,
